participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.dictator,player.recipient,player.gave,player.kept,player.task2payoff,player.droppedoutDG,player.payoff,group.id_in_subsession,group.dictator_amt,group.recipient_amt,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
23,apb5htfb,P23,0,74,74,el_end,B_End,2020-10-07 23:10:03.670558+00:00,1,,,11.25,2,0,1,0,300,150,,0.00,11,150,150,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
24,yul47kmt,P24,0,74,74,el_end,B_End,2020-10-07 23:11:02.487390+00:00,1,,,0.00,2,0,1,10,290,150,,0.00,12,150,150,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
1,mahz01se,P1,0,74,74,el_end,B_End,2020-10-08 00:51:55.670277+00:00,1,,,22.50,1,1,0,0,300,300,,0.00,1,300,0,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
2,xaotb2ij,P3,0,73,74,el_end,A_Dropout,2020-10-08 00:52:13.235192+00:00,1,,,0.00,1,1,0,150,150,150,1,0.00,2,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
3,zmqjx9n5,P2,0,74,74,el_end,B_End,2020-10-08 00:52:21.451341+00:00,1,,,15.00,1,1,0,150,150,150,,0.00,3,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
4,lhu3zunt,P4,0,74,74,el_end,B_End,2020-10-08 00:52:22.491501+00:00,1,,,6.00,2,0,1,150,150,0,,0.00,1,300,0,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
5,ex48getp,P5,0,74,74,el_end,B_End,2020-10-08 00:52:54.112927+00:00,1,,,8.75,2,0,1,150,150,150,,0.00,2,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
6,fhoyjsdk,P6,0,74,74,el_end,B_End,2020-10-08 00:53:08.752224+00:00,1,,,12.50,2,0,1,100,200,150,,0.00,3,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
7,cp7tbvfo,P8,0,74,74,el_end,B_End,2020-10-08 00:55:58.576823+00:00,1,,,7.50,1,1,0,150,150,150,,0.00,4,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
8,csdemn83,P7,0,74,74,el_end,B_End,2020-10-08 00:55:59.397197+00:00,1,,,9.00,1,1,0,150,150,150,,0.00,5,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
9,st5qot3t,P9,0,74,74,el_end,B_End,2020-10-08 00:56:26.514044+00:00,1,,,9.00,1,1,0,150,150,150,,0.00,6,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
10,nsx5u7nu,P12,0,74,74,el_end,B_End,2020-10-08 00:57:42.186817+00:00,1,,,15.00,2,0,1,0,300,150,,0.00,4,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
11,fypw7k1w,P11,0,74,74,el_end,B_End,2020-10-08 00:58:09.361774+00:00,1,,,13.00,2,0,1,120,180,150,,0.00,5,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
12,zh49wm62,P10,0,74,74,el_end,B_End,2020-10-08 00:59:45.366587+00:00,1,,,9.30,2,0,1,0,300,150,,0.00,6,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
13,8ja5znw5,P13,0,74,74,el_end,B_End,2020-10-08 01:00:07.918124+00:00,1,,,14.50,1,1,0,100,200,200,,0.00,7,200,100,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
14,j6be3pxa,P14,0,74,74,el_end,B_End,2020-10-08 01:00:14.590482+00:00,1,,,12.50,1,1,0,50,250,250,,0.00,8,250,50,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
15,agln9ymk,P17,0,74,74,el_end,B_End,2020-10-08 01:01:07.822242+00:00,1,,,15.00,1,1,0,150,150,150,,0.00,9,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
16,09rebxff,P18,0,74,74,el_end,B_End,2020-10-08 01:01:10.749136+00:00,1,,,12.50,2,0,1,150,150,100,,0.00,7,200,100,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
17,sc5e0t3s,P15,0,74,74,el_end,B_End,2020-10-08 01:01:10.709524+00:00,1,,,7.50,2,0,1,0,300,50,,0.00,8,250,50,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
18,wyfvvubi,P16,0,74,74,el_end,B_End,2020-10-08 01:01:21.127662+00:00,1,,,15.00,2,0,1,0,300,150,,0.00,9,150,150,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
19,lks8s73y,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.592129+00:00,1,,,0.00,1,1,0,,,,,0.00,10,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
20,t1r349rd,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.651876+00:00,1,,,0.00,1,1,0,,,,,0.00,11,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
21,s7ak09y2,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.715674+00:00,1,,,0.00,1,1,0,,,,,0.00,12,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
22,wyrouc3n,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.763589+00:00,1,,,0.00,2,0,1,,,,,0.00,10,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
23,riqm26xk,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.806140+00:00,1,,,0.00,2,0,1,,,,,0.00,11,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
24,xb9mzeg1,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.856258+00:00,1,,,0.00,2,0,1,,,,,0.00,12,,,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
1,2ntkls0n,P4,0,74,74,el_end,B_End,2020-10-08 02:51:01.346650+00:00,1,,,25.00,1,1,0,0,300,300,,0.00,1,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
2,7gpkmel9,P1,0,74,74,el_end,B_End,2020-10-08 02:51:01.834690+00:00,1,,,15.00,1,1,0,0,300,300,,0.00,2,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
3,es796ou6,P3,0,74,74,el_end,B_End,2020-10-08 02:51:03.861710+00:00,1,,,0.00,1,1,0,50,250,250,,0.00,3,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
4,svjydsvf,P2,0,74,74,el_end,B_End,2020-10-08 02:51:04.964741+00:00,1,,,16.25,2,0,1,150,150,0,,0.00,1,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
5,to2es1cd,P5,0,74,74,el_end,B_End,2020-10-08 02:51:36.773114+00:00,1,,,10.00,2,0,1,50,250,0,,0.00,2,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
6,fed3noki,P6,0,74,74,el_end,B_End,2020-10-08 02:52:13.667269+00:00,1,,,15.00,2,0,1,50,250,50,,0.00,3,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
7,5205f3z8,P7,0,74,74,el_end,B_End,2020-10-08 02:54:21.060014+00:00,1,,,20.00,1,1,0,50,250,250,,0.00,4,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
8,mi047txm,P10,0,74,74,el_end,B_End,2020-10-08 02:54:25.638192+00:00,1,,,15.50,1,1,0,150,150,150,,0.00,5,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
9,zda8a51f,P8,0,74,74,el_end,B_End,2020-10-08 02:54:38.147574+00:00,1,,,11.75,1,1,0,150,150,150,,0.00,6,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
10,gtqr9nu5,P11,0,74,74,el_end,B_End,2020-10-08 02:54:53.333830+00:00,1,,,16.25,2,0,1,150,150,50,,0.00,4,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
11,55ze659m,P12,0,74,74,el_end,B_End,2020-10-08 02:55:57.611938+00:00,1,,,17.50,2,0,1,0,300,150,,0.00,5,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
12,wdvqq1i9,P9,0,74,74,el_end,B_End,2020-10-08 02:57:25.423155+00:00,1,,,3.50,2,0,1,150,150,150,,0.00,6,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
13,3zcbff0e,P15,0,74,74,el_end,B_End,2020-10-08 02:58:23.724251+00:00,1,,,21.50,1,1,0,0,300,300,,0.00,7,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
14,wgjcsn7x,P16,0,74,74,el_end,B_End,2020-10-08 02:58:46.566379+00:00,1,,,11.25,1,1,0,150,150,150,,0.00,8,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
15,u6mp7pg8,P14,0,74,74,el_end,B_End,2020-10-08 02:58:52.162101+00:00,1,,,8.00,1,1,0,0,300,300,,0.00,9,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
16,mt0f855h,P17,0,74,74,el_end,B_End,2020-10-08 02:58:52.906801+00:00,1,,,18.00,2,0,1,150,150,0,,0.00,7,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
17,vm36ejcx,P18,0,74,74,el_end,B_End,2020-10-08 02:59:19.802814+00:00,1,,,2.00,2,0,1,50,250,150,,0.00,8,150,150,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
18,y7x8ejk0,P13,0,74,74,el_end,B_End,2020-10-08 02:59:21.683036+00:00,1,,,1.25,2,0,1,150,150,0,,0.00,9,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
19,jupozxb0,P20,0,74,74,el_end,B_End,2020-10-08 03:01:33.099849+00:00,1,,,22.50,1,1,0,0,300,300,,0.00,10,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
20,sm5vnuz4,P21,0,74,74,el_end,B_End,2020-10-08 03:01:56.468700+00:00,1,,,10.00,1,1,0,100,200,200,,0.00,11,200,100,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
21,g1fwh1ap,P22,0,74,74,el_end,B_End,2020-10-08 03:02:20.821715+00:00,1,,,14.50,1,1,0,50,250,250,,0.00,12,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
22,vdhfkylf,P23,0,74,74,el_end,B_End,2020-10-08 03:02:23.324197+00:00,1,,,15.00,2,0,1,150,150,0,,0.00,10,300,0,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
23,0crf9q59,P24,0,74,74,el_end,B_End,2020-10-08 03:02:42.406351+00:00,1,,,11.25,2,0,1,150,150,100,,0.00,11,200,100,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
24,rqncblzz,P19,0,74,74,el_end,B_End,2020-10-08 03:02:49.232665+00:00,1,,,15.50,2,0,1,20,280,50,,0.00,12,250,50,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
1,dzhtxzmi,P1,0,74,74,el_end,B_End,2020-10-08 22:51:56.411531+00:00,1,,,16.50,1,1,0,100,200,200,,0.00,1,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
2,rg2lbpv3,P3,0,74,74,el_end,B_End,2020-10-08 22:52:23.467818+00:00,1,,,12.00,1,1,0,150,150,150,,0.00,2,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
3,3ldp9vdf,P5,0,74,74,el_end,B_End,2020-10-08 22:52:59.695728+00:00,1,,,5.25,1,1,0,200,100,100,,0.00,3,100,200,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
4,mmur4v2a,P2,0,74,74,el_end,B_End,2020-10-08 22:53:01.028154+00:00,1,,,5.50,2,0,1,160,140,100,,0.00,1,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
5,aw6qwr1x,P4,0,74,74,el_end,B_End,2020-10-08 22:53:03.932917+00:00,1,,,8.00,2,0,1,150,150,150,,0.00,2,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
6,17inzh7h,P7,0,74,74,el_end,B_End,2020-10-08 22:55:07.879465+00:00,1,,,10.50,2,0,1,50,250,200,,0.00,3,100,200,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
7,c0bgok5h,P9,0,74,74,el_end,B_End,2020-10-08 22:55:19.294091+00:00,1,,,15.50,1,1,0,100,200,200,,0.00,4,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
8,82r4vurv,P8,0,74,74,el_end,B_End,2020-10-08 22:55:33.979315+00:00,1,,,18.50,1,1,0,20,280,280,,0.00,5,280,20,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
9,vl427wnc,P10,0,74,74,el_end,B_End,2020-10-08 22:55:36.630687+00:00,1,,,12.50,1,1,0,150,150,150,,0.00,6,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
10,u44v21sz,P11,0,74,74,el_end,B_End,2020-10-08 22:56:21.450047+00:00,1,,,6.50,2,0,1,150,150,100,,0.00,4,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
11,h5f2moz1,P12,0,74,74,el_end,B_End,2020-10-08 22:56:28.337431+00:00,1,,,8.50,2,0,1,100,200,20,,0.00,5,280,20,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
12,gqqhztpk,P14,0,74,74,el_end,B_End,2020-10-08 22:57:12.066719+00:00,1,,,13.00,2,0,1,130,170,150,,0.00,6,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
13,81lh5c6p,P15,0,74,74,el_end,B_End,2020-10-08 22:57:36.553728+00:00,1,,,17.50,1,1,0,20,280,280,,0.00,7,280,20,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
14,kchmafgx,P13,0,74,74,el_end,B_End,2020-10-08 22:57:51.545743+00:00,1,,,11.00,1,1,0,100,200,200,,0.00,8,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
15,23fzie9z,P16,0,74,74,el_end,B_End,2020-10-08 22:58:06.330531+00:00,1,,,12.50,1,1,0,50,250,250,,0.00,9,250,50,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
16,r7bocb9t,P17,0,74,74,el_end,B_End,2020-10-08 22:58:07.329561+00:00,1,,,8.50,2,0,1,150,150,20,,0.00,7,280,20,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
17,qmljb8k0,P18,0,74,74,el_end,B_End,2020-10-08 22:58:37.074605+00:00,1,,,10.50,2,0,1,150,150,100,,0.00,8,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
18,8qb8h3o3,P6,0,74,74,el_end,B_End,2020-10-08 23:00:57.526856+00:00,1,,,8.00,2,0,1,0,300,50,,0.00,9,250,50,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
19,jha29a66,P21,0,74,74,el_end,B_End,2020-10-08 23:04:07.251520+00:00,1,,,7.50,1,1,0,150,150,150,,0.00,10,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
20,n5s2n0ut,P20,0,74,74,el_end,B_End,2020-10-08 23:04:19.438900+00:00,1,,,15.00,1,1,0,0,300,300,,0.00,11,300,0,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
21,txc11xvm,P23,0,74,74,el_end,B_End,2020-10-08 23:04:19.849318+00:00,1,,,15.00,1,1,0,100,200,200,,0.00,12,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
22,eoxl51pt,P22,0,74,74,el_end,B_End,2020-10-08 23:04:29.358028+00:00,1,,,12.50,2,0,1,150,150,150,,0.00,10,150,150,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
23,rxnnm7ma,P24,0,74,74,el_end,B_End,2020-10-08 23:06:05.523079+00:00,1,,,0.00,2,0,1,20,280,0,,0.00,11,300,0,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
24,9rozkfq6,P19,0,74,74,el_end,B_End,2020-10-08 23:06:06.290616+00:00,1,,,5.50,2,0,1,110,190,100,,0.00,12,200,100,1,nsc8841l,201009 Session 1,,,Session 4 SM,0
1,do1qohj2,P3,0,74,74,el_end,B_End,2020-10-09 02:51:40.370026+00:00,1,,,13.75,1,1,0,100,200,200,,0.00,1,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
2,un1mnix9,P2,0,74,74,el_end,B_End,2020-10-09 02:51:40.455834+00:00,1,,,15.00,1,1,0,100,200,200,,0.00,2,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
3,uriauw12,P4,0,74,74,el_end,B_End,2020-10-09 02:52:09.367927+00:00,1,,,11.25,1,1,0,0,300,300,,0.00,3,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
4,16zz441v,P1,0,74,74,el_end,B_End,2020-10-09 02:52:25.097215+00:00,1,,,32.50,2,0,1,50,250,100,,0.00,1,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
5,jmz3brdw,P6,0,74,74,el_end,B_End,2020-10-09 02:53:15.999291+00:00,1,,,0.00,2,0,1,50,250,100,,0.00,2,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
6,pqqyfmwt,P7,0,74,74,el_end,B_End,2020-10-09 02:54:15.091160+00:00,1,,,20.00,2,0,1,50,250,0,,0.00,3,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
7,vbcmd4tl,P8,0,74,74,el_end,B_End,2020-10-09 02:54:26.193370+00:00,1,,,22.50,1,1,0,150,150,150,,0.00,4,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
8,s0em0xu4,P5,0,74,74,el_end,B_End,2020-10-09 02:54:33.166547+00:00,1,,,15.00,1,1,0,100,200,200,,0.00,5,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
9,xdpd8ynw,P9,0,74,74,el_end,B_End,2020-10-09 02:54:39.127192+00:00,1,,,10.50,1,1,0,0,300,300,,0.00,6,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
10,ldz8t5t3,P11,0,74,74,el_end,B_End,2020-10-09 02:55:15.756919+00:00,1,,,20.00,2,0,1,200,100,150,,0.00,4,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
11,1jypsupz,P12,0,74,74,el_end,B_End,2020-10-09 02:55:21.068373+00:00,1,,,1.00,2,0,1,0,300,100,,0.00,5,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
12,5uazt031,P10,0,74,74,el_end,B_End,2020-10-09 02:55:50.077423+00:00,1,,,1.00,2,0,1,150,150,0,,0.00,6,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
13,5e7tg1y1,P13,0,74,74,el_end,B_End,2020-10-09 02:55:59.610219+00:00,1,,,22.50,1,1,0,0,300,300,,0.00,7,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
14,p8jmk7id,P15,0,74,74,el_end,B_End,2020-10-09 02:56:34.104039+00:00,1,,,11.50,1,1,0,100,200,200,,0.00,8,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
15,jf01wwyn,P14,0,74,74,el_end,B_End,2020-10-09 02:56:40.661536+00:00,1,,,15.50,1,1,0,150,150,150,,0.00,9,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
16,3cqc624z,P16,0,74,74,el_end,B_End,2020-10-09 02:56:42.811870+00:00,1,,,22.50,2,0,1,0,300,0,,0.00,7,300,0,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
17,iijucjwc,P17,0,74,74,el_end,B_End,2020-10-09 02:56:53.687892+00:00,1,,,17.50,2,0,1,50,250,100,,0.00,8,200,100,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
18,d8nqlpmk,P18,0,74,74,el_end,B_End,2020-10-09 02:57:29.950982+00:00,1,,,10.00,2,0,1,0,300,150,,0.00,9,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
19,ntnar1rj,P19,0,74,74,el_end,B_End,2020-10-09 03:00:05.307401+00:00,1,,,17.50,1,1,0,150,150,150,,0.00,10,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
20,mqhek0s5,P20,0,74,74,el_end,B_End,2020-10-09 03:00:07.520097+00:00,1,,,10.00,1,1,0,130,170,170,,0.00,11,170,130,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
21,wm4qg7nn,P21,0,74,74,el_end,B_End,2020-10-09 03:00:33.471297+00:00,1,,,0.00,1,1,0,150,150,150,,0.00,12,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
22,j0ry4g14,P23,0,74,74,el_end,B_End,2020-10-09 03:00:53.270197+00:00,1,,,16.25,2,0,1,50,250,150,,0.00,10,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
23,frbvq42r,P22,0,74,74,el_end,B_End,2020-10-09 03:01:17.167458+00:00,1,,,2.50,2,0,1,1,299,130,,0.00,11,170,130,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
24,19xsbpxx,P24,0,74,74,el_end,B_End,2020-10-09 03:01:25.146550+00:00,1,,,7.50,2,0,1,120,180,150,,0.00,12,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
1,tw49rzrz,P1,0,74,74,el_end,B_End,2020-10-11 22:51:55.616662+00:00,1,,,16.25,1,1,0,150,150,150,,0.00,1,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
2,i5ktans4,P3,0,74,74,el_end,B_End,2020-10-11 22:52:28.224993+00:00,1,,,1.25,1,1,0,125,175,175,,0.00,2,175,125,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
3,duqbanr6,P4,0,74,74,el_end,B_End,2020-10-11 22:52:43.635219+00:00,1,,,3.75,1,1,0,50,250,250,,0.00,3,250,50,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
4,7e4m5lbw,P5,0,74,74,el_end,B_End,2020-10-11 22:52:47.482888+00:00,1,,,3.00,2,0,1,100,200,150,,0.00,1,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
5,2y03o9kv,P6,0,74,74,el_end,B_End,2020-10-11 22:53:02.570036+00:00,1,,,1.75,2,0,1,25,275,125,,0.00,2,175,125,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
