participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.consent,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
8,s0em0xu4,,0,0,74,,,,0,,,0.00,8,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
9,xdpd8ynw,,0,0,74,,,,0,,,0.00,9,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
10,ldz8t5t3,,0,0,74,,,,0,,,0.00,10,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
11,1jypsupz,,0,0,74,,,,0,,,0.00,11,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
12,5uazt031,,0,0,74,,,,0,,,0.00,12,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
13,5e7tg1y1,,0,0,74,,,,0,,,0.00,13,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
14,p8jmk7id,,0,0,74,,,,0,,,0.00,14,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
15,jf01wwyn,,0,0,74,,,,0,,,0.00,15,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
16,3cqc624z,,0,0,74,,,,0,,,0.00,16,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
17,iijucjwc,,0,0,74,,,,0,,,0.00,17,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
18,d8nqlpmk,,0,0,74,,,,0,,,0.00,18,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
19,ntnar1rj,,0,0,74,,,,0,,,0.00,19,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
20,mqhek0s5,,0,0,74,,,,0,,,0.00,20,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
21,wm4qg7nn,,0,0,74,,,,0,,,0.00,21,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
22,j0ry4g14,,0,0,74,,,,0,,,0.00,22,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
23,frbvq42r,,0,0,74,,,,0,,,0.00,23,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
24,19xsbpxx,,0,0,74,,,,0,,,0.00,24,,0.00,1,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
